pus15_VerifyTc_15_10.mut.70.1_1_31.BOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.65.2_2_72.SOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.70.1_1_32.SOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;1;1;0;0
pus15_VerifyTc_15_10.mut.73.2_2_84.BOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.70.2_2_81.SOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.78.1_3_39.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;1;1;0;0;0
pus15_VerifyTc_15_10.mut.85.1_1_7.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;1;1;1;1
pus15_VerifyTc_15_10.mut.85.2_2_29.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.92.1_1_8.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.70.2_2_85.BOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.73.1_1_30.BOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;1;0;1
pus15_VerifyTc_15_10.mut.65.1_1_22.BOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.78.2_2_36.LOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;1;1;1
pus15_VerifyTc_15_10.mut.65.2_2_77.BOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.70.1_1_5.SDL.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;1;1
pus15_VerifyTc_15_10.mut.92.2_2_29.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.78.2_4_50.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.65.1_1_23.SOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.78.1_1_6.ROD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;1;1;1;1
pus15_VerifyTc_15_10.mut.85.1_1_3.SDL.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;0;0
pus15_VerifyTc_15_10.mut.73.1_1_31.SOD.pus15_VerifyTc_15_10|./ServiceLayer/PUS_15/Source;0;0;0;1;1
pus15_VerifyTc_15_11.mut.64.1_1_5.SDL.pus15_VerifyTc_15_11|./ServiceLayer/PUS_15/Source;0;0;0;0;0
